fips	year	pm25
17131	2016	6.811909724
17073	2000	9.621638445
17073	2001	11.58660153
17073	2002	10.15280453
17073	2003	10.51686323
17073	2004	8.876416654
17073	2005	11.82613603
17073	2006	8.865637494
17073	2007	11.3697346
17073	2008	10.49249859
17073	2009	9.755620689
17073	2010	11.28779388
17073	2011	9.482923382
17073	2012	8.461062036
17073	2013	8.569737703
17073	2014	8.593763204
17073	2015	8.030943667
17073	2016	6.974678455
17011	2000	10.21271497
17011	2001	12.26960386
17011	2002	10.1299126
17011	2003	10.62148938
17011	2004	8.65015626
17011	2005	12.1073989
17011	2006	9.041343246
17011	2007	11.07276548
17011	2008	10.39510301
17011	2009	9.917711989
17011	2010	10.96346359
17011	2011	9.254107114
17011	2012	8.102001858
17011	2013	7.859823804
17011	2014	8.966635874
17011	2015	8.007126573
17011	2016	6.936523128
17155	2000	10.04072808
17155	2001	12.08474069
17155	2002	10.23954788
17155	2003	10.1181713
17155	2004	8.467224747
17155	2005	11.60758855
17155	2006	8.7464907
17155	2007	10.56014997
17155	2008	10.02366695
17155	2009	9.499557244
17155	2010	11.16538941
17155	2011	8.894852053
17155	2012	7.733829364
17155	2013	7.802696008
17155	2014	8.889874653
17155	2015	7.801207607
17155	2016	6.584448966
17123	2000	9.947651428
17123	2001	11.72438946
17123	2002	10.09598865
17123	2003	9.924242369
17123	2004	8.494826784
17123	2005	11.38863765
17123	2006	8.797224002
17123	2007	10.63309997
17123	2008	9.812562315
17123	2009	9.400433567
17123	2010	10.99031938
17123	2011	8.599230784
17123	2012	7.293212445
17123	2013	7.453898588
17123	2014	8.612388033
17123	2015	7.665789001
17123	2016	6.487446134
17095	2000	9.429288656
17095	2001	11.41467574
17095	2002	10.18876893
17095	2003	10.07966928
17095	2004	8.698015455
17095	2005	11.61747265
17095	2006	8.649474239
17095	2007	11.01599439
17095	2008	9.972499524
17095	2009	9.314693904
17095	2010	10.91916754
17095	2011	9.372163555
17095	2012	7.64422491
17095	2013	8.089323896
17095	2014	8.20910779
17095	2015	7.797499595
17095	2016	6.719627497
17109	2000	9.510306515
17109	2001	10.41152083
17109	2002	9.943400239
17109	2003	9.833223134
17109	2004	8.140915371
17109	2005	11.46116002
17109	2006	8.537482267
17109	2007	10.38661579
17109	2008	9.655664476
17109	2009	8.969684253
17109	2010	10.10306995
17109	2011	8.7927202
17109	2012	6.979644147
17109	2013	7.688424568
17109	2014	7.553745042
17109	2015	7.32512521
17109	2016	6.168495152
17057	2000	9.490847856
17057	2001	10.89176813
17057	2002	10.37443938
17057	2003	9.89719888
17057	2004	8.376132119
17057	2005	11.51628853
17057	2006	8.504150807
17057	2007	10.57323669
17057	2008	9.777581921
17057	2009	8.960680355
17057	2010	10.3400547
17057	2011	9.002332804
17057	2012	6.880335125
17057	2013	7.607820237
17057	2014	7.727218401
17057	2015	7.146749003
17057	2016	6.550377025
17187	2000	9.488548581
17187	2001	10.58336116
17187	2002	9.957806092
17187	2003	9.923117177
17187	2004	8.527889128
17187	2005	11.63099156
17187	2006	8.579258555
17187	2007	10.80727701
17187	2008	9.833664835
17187	2009	9.374508419
17187	2010	10.80414504
17187	2011	9.204862484
17187	2012	7.5810718
17187	2013	8.162831766
17187	2014	7.882249863
17187	2015	7.747602225
17187	2016	6.553655333
17071	2000	9.765073026
17071	2001	10.62987666
17071	2002	9.944141362
17071	2003	10.01418104
17071	2004	8.752895714
17071	2005	11.63397295
17071	2006	8.617459213
17071	2007	10.80178235
17071	2008	9.723058835
17071	2009	9.159155012
17071	2010	10.60898303
17071	2011	9.159543125
17071	2012	7.708992004
17071	2013	8.277768559
17071	2014	7.834798514
17071	2015	7.601822296
17071	2016	6.452920939
17175	2000	9.724814492
17175	2001	11.7190736
17175	2002	10.25068366
17175	2003	10.14010614
17175	2004	8.408840644
17175	2005	11.5711924
17175	2006	8.681072982
17175	2007	10.77809312
17175	2008	10.02101277
17175	2009	9.231153471
17175	2010	10.78369869
17175	2011	9.302266915
17175	2012	7.523084545
17175	2013	7.715325389
17175	2014	8.376041098
17175	2015	7.974045279
17175	2016	6.708732935
17067	2000	9.606450032
17067	2001	10.28929404
17067	2002	9.969332005
17067	2003	9.745881722
17067	2004	8.542257003
17067	2005	11.4173537
17067	2006	8.494108443
17067	2007	10.15099908
17067	2008	9.297311472
17067	2009	8.652834372
17067	2010	9.917981899
17067	2011	8.550235942
17067	2012	6.762029946
17067	2013	7.799799438
17067	2014	7.476612607
17067	2015	7.237567562
17067	2016	5.836628037
17143	2000	12.35429175
17143	2001	13.33380322
17143	2002	12.44176351
17143	2003	11.68248404
17143	2004	10.71605431
17143	2005	13.39317067
17143	2006	10.7283218
17143	2007	12.69601379
17143	2008	11.37724471
17143	2009	10.69113962
17143	2010	12.65830803
17143	2011	10.71928164
17143	2012	9.242248067
17143	2013	8.971890426
17143	2014	9.553181259
17143	2015	8.625743204
17143	2016	7.815201367
17169	2000	10.06119118
17169	2001	10.30906822
17169	2002	10.29438277
17169	2003	9.883892893
17169	2004	8.074894585
17169	2005	11.09004744
17169	2006	8.835695355
17169	2007	10.16756422
17169	2008	9.774462311
17169	2009	8.466098392
17169	2010	10.0166336
17169	2011	8.407629837
17169	2012	6.778265921
17169	2013	7.519256123
17169	2014	7.300271791
17169	2015	6.95051385
17169	2016	5.883837375
17203	2000	10.09117727
17203	2001	11.3304018
17203	2002	10.51941108
17203	2003	9.992866254
17203	2004	8.638910484
17203	2005	11.49586542
17203	2006	8.896449479
17203	2007	10.80080824
17203	2008	9.735918475
17203	2009	9.323025831
17203	2010	11.01743887
17203	2011	8.237831402
17203	2012	6.940263065
17203	2013	7.280723452
17203	2014	8.430983884
17203	2015	7.593175062
17203	2016	6.461928436
17125	2000	10.69496248
17125	2001	11.387111
17125	2002	10.74533269
17125	2003	10.37287996
17125	2004	8.857092898
17125	2005	11.59901711
17125	2006	9.070683559
17125	2007	10.66257065
17125	2008	10.15954074
17125	2009	9.515475995
17125	2010	10.74276025
17125	2011	8.858556691
17125	2012	6.984492557
17125	2013	7.717171149
17125	2014	7.989188336
17125	2015	7.477831605
17125	2016	6.808993362
17179	2000	10.94351117
17179	2001	11.92765141
17179	2002	11.35133636
17179	2003	10.8034292
17179	2004	9.452653112
17179	2005	12.15109425
17179	2006	9.505690328
17179	2007	11.43730272
17179	2008	10.34364525
17179	2009	9.949338673
17179	2010	11.42551103
17179	2011	9.365625702
17179	2012	7.714698969
17179	2013	7.824472098
17179	2014	8.555002018
17179	2015	7.731902464
17179	2016	6.96500118
17113	2000	11.03241376
17113	2001	11.94308297
17113	2002	11.30654771
17113	2003	10.51379051
17113	2004	9.466773116
17113	2005	11.84400303
17113	2006	9.679834344
17113	2007	11.28128767
17113	2008	10.07742284
17113	2009	9.744228217
17113	2010	11.09843038
17113	2011	8.769392723
17113	2012	7.385561589
17113	2013	7.450674394
17113	2014	8.812173487
17113	2015	8.136697815
17113	2016	6.889516392
17107	2000	10.92887504
17107	2001	11.93188294
17107	2002	10.94271317
17107	2003	10.39902126
17107	2004	9.416583537
17107	2005	11.71475795
17107	2006	9.427146106
17107	2007	10.8817171
17107	2008	10.4456829
17107	2009	10.01027672
17107	2010	10.62166372
17107	2011	8.74624111
17107	2012	7.261153699
17107	2013	7.664763678
17107	2014	8.877948657
17107	2015	7.744838007
17107	2016	7.000633017
17039	2000	10.73116531
17039	2001	11.80321106
17039	2002	10.64741931
17039	2003	10.21393656
17039	2004	9.174354653
17039	2005	11.57509272
17039	2006	9.568958285
17039	2007	10.92316055
17039	2008	9.965242293
17039	2009	9.661971519
17039	2010	10.26885936
17039	2011	8.398329038
17039	2012	7.242898972
17039	2013	7.033486846
17039	2014	8.654093862
17039	2015	7.642058689
17039	2016	6.688044061
17115	2000	11.55870231
17115	2001	12.33905188
17115	2002	11.36809743
17115	2003	11.01400866
17115	2004	10.04632404
17115	2005	12.59044614
17115	2006	10.22973129
17115	2007	11.6063156
17115	2008	10.7087864
17115	2009	10.49421917
17115	2010	11.09886576
17115	2011	9.239010929
17115	2012	7.979124413
17115	2013	7.881501367
17115	2014	9.227133104
17115	2015	8.079133856
17115	2016	7.402584057
17147	2000	11.12377978
17147	2001	11.88759341
17147	2002	10.81453245
17147	2003	10.33909673
17147	2004	9.449165197
17147	2005	12.25333378
17147	2006	9.747698244
17147	2007	11.1359906
17147	2008	9.997167717
17147	2009	9.969851784
17147	2010	10.59289329
17147	2011	8.848179675
17147	2012	7.570123202
17147	2013	7.380205945
17147	2014	9.013129492
17147	2015	7.94116119
17147	2016	7.077582554
17041	2000	12.36896277
17041	2001	12.37091444
17041	2002	11.44860914
17041	2003	10.92578368
17041	2004	10.13384665
17041	2005	13.22310487
17041	2006	10.34861203
17041	2007	11.56193975
17041	2008	10.04394779
17041	2009	10.37909779
17041	2010	11.32009692
17041	2011	9.352152555
17041	2012	7.856628032
17041	2013	8.027994941
17041	2014	9.862965283
17041	2015	8.377031428
17041	2016	7.839665492
17139	2000	11.85770319
17139	2001	11.96167891
17139	2002	10.85598809
17139	2003	10.77796643
17139	2004	9.735488855
17139	2005	13.02777839
17139	2006	10.07266368
17139	2007	11.17494951
17139	2008	10.2006293
17139	2009	10.03966449
17139	2010	10.85580585
17139	2011	9.012345515
17139	2012	7.807482826
17139	2013	7.713934144
17139	2014	9.151420484
17139	2015	7.897520119
17139	2016	7.349422903
17029	2000	12.15742891
17029	2001	12.32773708
17029	2002	11.27517937
17029	2003	10.86918903
17029	2004	10.00719622
17029	2005	13.15260503
17029	2006	10.46347093
17029	2007	11.55388158
17029	2008	10.16937162
17029	2009	10.05300329
17029	2010	11.17261547
17029	2011	9.061740206
17029	2012	8.095777568
17029	2013	8.142752471
17029	2014	9.882231347
17029	2015	8.115479584
17029	2016	7.698629473
17045	2000	12.46198688
17045	2001	13.2141626
17045	2002	12.22172105
17045	2003	11.2939702
17045	2004	10.5660065
17045	2005	13.46341299
17045	2006	11.02432378
17045	2007	12.22890996
17045	2008	10.67228372
17045	2009	10.27885523
17045	2010	11.77177768
17045	2011	9.612978593
17045	2012	8.342864961
17045	2013	8.528342736
17045	2014	10.73158792
17045	2015	8.595380089
17045	2016	7.732776894
17173	2000	12.23124315
17173	2001	11.91459785
17173	2002	10.88981667
17173	2003	10.89392565
17173	2004	9.85061085
17173	2005	13.13633314
17173	2006	10.16059386
17173	2007	11.13261758
17173	2008	10.49675324
17173	2009	9.810455077
17173	2010	10.87029863
17173	2011	8.759579894
17173	2012	7.934144818
17173	2013	7.97716263
17173	2014	9.300685236
17173	2015	7.701167651
17173	2016	7.596167353
17119	2000	13.97718073
17119	2001	13.64814954
17119	2002	13.28619128
17119	2003	13.14796155
17119	2004	11.35345738
17119	2005	14.95417917
17119	2006	11.53544684
17119	2007	12.56877043
17119	2008	11.65519854
17119	2009	10.30642319
17119	2010	11.01415968
17119	2011	9.442060269
17119	2012	8.057559739
17119	2013	8.889273409
17119	2014	9.415654131
17119	2015	7.871202286
17119	2016	7.610550206
17013	2000	11.88900848
17013	2001	11.12415245
17013	2002	10.93860845
17013	2003	10.99328602
17013	2004	9.065301336
17013	2005	12.33004712
17013	2006	9.425261364
17013	2007	10.41533936
17013	2008	9.782970152
17013	2009	8.186996286
17013	2010	9.204812937
17013	2011	7.888569485
17013	2012	6.604235159
17013	2013	7.289593311
17013	2014	7.463476041
17013	2015	6.737417503
17013	2016	5.956749852
17117	2000	11.78583123
17117	2001	11.96258785
17117	2002	11.1680033
17117	2003	11.49576683
17117	2004	9.286048974
17117	2005	12.86901522
17117	2006	9.779276138
17117	2007	10.81613945
17117	2008	10.34514634
17117	2009	9.33591538
17117	2010	10.17025832
17117	2011	8.293844565
17117	2012	7.061090153
17117	2013	7.541970339
17117	2014	8.420947579
17117	2015	7.140069539
17117	2016	6.756681073
17051	2000	12.46888036
17051	2001	11.69476608
17051	2002	10.74611033
17051	2003	11.04664448
17051	2004	10.00466789
17051	2005	13.94890527
17051	2006	10.69514239
17051	2007	11.52611786
17051	2008	10.82102811
17051	2009	9.906615689
17051	2010	10.87858245
17051	2011	8.998165673
17051	2012	8.209769675
17051	2013	8.40740213
17051	2014	9.432059213
17051	2015	8.007848742
17051	2016	7.8498169
17083	2000	12.21091076
17083	2001	11.83499893
17083	2002	11.76117883
17083	2003	11.75453025
17083	2004	9.802713709
17083	2005	13.04381461
17083	2006	9.849575059
17083	2007	11.12902671
17083	2008	10.49647277
17083	2009	8.994681091
17083	2010	9.673933199
17083	2011	8.197331486
17083	2012	6.864658511
17083	2013	7.466837556
17083	2014	8.150764431
17083	2015	6.878322972
17083	2016	6.403305097
17135	2000	12.1097747
17135	2001	11.70872078
17135	2002	10.7921964
17135	2003	11.37191605
17135	2004	9.612416185
17135	2005	13.26655552
17135	2006	10.08001217
17135	2007	10.88750802
17135	2008	10.47960152
17135	2009	9.602747866
17135	2010	10.66273847
17135	2011	8.542023753
17135	2012	7.540913197
17135	2013	7.906295702
17135	2014	8.915867258
17135	2015	7.340270179
17135	2016	7.253729648
17061	2000	11.32446926
17061	2001	11.57618545
17061	2002	11.1104222
17061	2003	11.07659965
17061	2004	9.008600974
17061	2005	12.25944978
17061	2006	9.442173178
17061	2007	10.69857103
17061	2008	10.01982388
17061	2009	8.789814719
17061	2010	9.9779457
17061	2011	8.083014004
17061	2012	6.711545517
17061	2013	7.334285706
17061	2014	7.977085632
17061	2015	7.059907703
17061	2016	6.201730971
17005	2000	12.67975862
17005	2001	12.25753623
17005	2002	11.23714474
17005	2003	11.7162503
17005	2004	10.19844348
17005	2005	13.94688087
17005	2006	10.63938978
17005	2007	11.65558997
17005	2008	10.90910334
17005	2009	9.898979828
17005	2010	10.74214918
17005	2011	8.848415406
17005	2012	8.020117693
17005	2013	8.285711755
17005	2014	9.292795833
17005	2015	7.751332948
17005	2016	7.666980311
17163	2000	14.72904569
17163	2001	13.79855475
17163	2002	13.98138623
17163	2003	13.48287688
17163	2004	12.14377982
17163	2005	15.51236962
17163	2006	12.13289551
17163	2007	13.13174956
17163	2008	11.93808171
17163	2009	10.75875899
17163	2010	11.58617474
17163	2011	10.29107344
17163	2012	8.742141119
17163	2013	9.563058115
17163	2014	10.01412994
17163	2015	8.589192591
17163	2016	7.948372856
17021	2000	11.90766837
17021	2001	12.02515617
17021	2002	10.66683235
17021	2003	11.15130722
17021	2004	9.786503271
17021	2005	12.63175354
17021	2006	9.836832384
17021	2007	10.91051615
17021	2008	10.42492923
17021	2009	9.877439398
17021	2010	10.55605598
17021	2011	8.581323192
17021	2012	7.426081841
17021	2013	7.693085095
17021	2014	8.696198589
17021	2015	7.327848283
17021	2016	7.222605722
17189	2000	13.04853256
17189	2001	12.26891132
17189	2002	10.95485532
17189	2003	11.38439229
17189	2004	10.47489575
17189	2005	13.81132715
17189	2006	11.02167472
17189	2007	12.35879142
17189	2008	11.02723482
17189	2009	10.06628782
17189	2010	10.62253729
17189	2011	9.670086069
17189	2012	8.013613999
17189	2013	8.40586997
17189	2014	9.84782552
17189	2015	7.914887472
17189	2016	7.568188271
17027	2000	13.71218498
17027	2001	12.79007015
17027	2002	11.71698891
17027	2003	11.98202624
17027	2004	10.90445892
17027	2005	14.09803562
17027	2006	11.08433464
17027	2007	12.26711124
17027	2008	11.17263638
17027	2009	10.21496333
17027	2010	10.98007456
17027	2011	9.383948431
17027	2012	7.95486294
17027	2013	8.597701284
17027	2014	9.527915915
17027	2015	7.982083978
17027	2016	7.62615989
17157	2000	12.85757887
17157	2001	11.8445346
17157	2002	11.5540767
17157	2003	12.08167937
17157	2004	10.4641792
17157	2005	13.91706664
17157	2006	10.79879511
17157	2007	12.42938416
17157	2008	10.48321407
17157	2009	9.659412678
17157	2010	10.23131984
17157	2011	9.732489817
17157	2012	7.814504496
17157	2013	8.372302685
17157	2014	9.280873537
17157	2015	7.654684489
17157	2016	7.035314651
17133	2000	12.5073309
17133	2001	12.10842664
17133	2002	11.84689901
17133	2003	12.04000443
17133	2004	10.7338775
17133	2005	13.77358015
17133	2006	10.69402043
17133	2007	11.98052598
17133	2008	10.59647699
17133	2009	9.639492821
17133	2010	10.08386657
17133	2011	9.241295895
17133	2012	7.342902657
17133	2013	8.39400226
17133	2014	9.378309558
17133	2015	7.110432126
17133	2016	6.69933901
17145	2000	12.9681953
17145	2001	11.9491101
17145	2002	11.12651992
17145	2003	11.86945633
17145	2004	10.38646162
17145	2005	13.84378849
17145	2006	10.80082694
17145	2007	12.68774004
17145	2008	10.60702867
17145	2009	9.926271597
17145	2010	10.23615422
17145	2011	9.959425421
17145	2012	8.127869898
17145	2013	8.418356362
17145	2014	9.343003035
17145	2015	7.805152991
17145	2016	7.419277875
17077	2000	12.80892282
17077	2001	11.50649548
17077	2002	11.01956762
17077	2003	11.86999764
17077	2004	10.28479521
17077	2005	13.67173269
17077	2006	10.84076232
17077	2007	13.0072377
17077	2008	10.55517774
17077	2009	9.722294222
17077	2010	10.09263995
17077	2011	10.07794825
17077	2012	8.298892383
17077	2013	8.41884891
17077	2014	9.290076197
17077	2015	7.887523162
17077	2016	7.323214615
17001	2000	10.53050105
17001	2001	10.3012354
17001	2002	10.34006613
17001	2003	9.881613078
17001	2004	8.288235718
17001	2005	11.50992052
17001	2006	8.749338407
17001	2007	10.06898181
17001	2008	9.588160548
17001	2009	8.46468118
17001	2010	10.05116608
17001	2011	8.263454285
17001	2012	6.53473062
17001	2013	7.828605849
17001	2014	7.542786013
17001	2015	7.264593692
17001	2016	5.838316537
17149	2000	10.2087053
17149	2001	10.46347398
17149	2002	10.51960582
17149	2003	10.15926639
17149	2004	8.087969683
17149	2005	11.70137761
17149	2006	8.849749354
17149	2007	9.97622268
17149	2008	9.506130225
17149	2009	8.136225215
17149	2010	9.888783857
17149	2011	7.929398558
17149	2012	6.471151496
17149	2013	7.341521796
17149	2014	7.239468515
17149	2015	6.949999226
17149	2016	5.825155853
17009	2000	10.1131804
17009	2001	10.13016144
17009	2002	10.25510586
17009	2003	9.696006932
17009	2004	7.896612258
17009	2005	11.15030637
17009	2006	8.799407406
17009	2007	10.06648031
17009	2008	9.539915897
17009	2009	8.168507714
17009	2010	9.916306137
17009	2011	7.913866804
17009	2012	6.540859399
17009	2013	7.288933373
17009	2014	7.218948205
17009	2015	6.933296896
17009	2016	5.723248764
17049	2000	12.92837106
17049	2001	11.81179375
17049	2002	10.83829226
17049	2003	11.11306605
17049	2004	10.13186338
17049	2005	13.75235355
17049	2006	11.06056446
17049	2007	11.64116108
17049	2008	10.95149152
17049	2009	10.16043198
17049	2010	11.27890502
17049	2011	9.247901975
17049	2012	8.485242888
17049	2013	8.534575099
17049	2014	9.652038374
17049	2015	8.06930906
17049	2016	8.096089284
17185	2000	14.47807081
17185	2001	13.24153483
17185	2002	11.66749238
17185	2003	12.17416722
17185	2004	11.59325946
17185	2005	15.71441864
17185	2006	12.82170299
17185	2007	13.7336449
17185	2008	11.29713676
17185	2009	10.87120823
17185	2010	12.32777056
17185	2011	10.38335551
17185	2012	9.127801285
17185	2013	9.425402621
17185	2014	10.82317947
17185	2015	8.878572002
17185	2016	8.749155294
17033	2000	14.00873464
17033	2001	13.39102581
17033	2002	11.82369904
17033	2003	11.82740066
17033	2004	11.29943791
17033	2005	14.77750046
17033	2006	12.05290063
17033	2007	13.35019395
17033	2008	11.3040191
17033	2009	10.3836165
17033	2010	12.34998337
17033	2011	10.30296381
17033	2012	9.66624351
17033	2013	9.143416315
17033	2014	10.80329331
17033	2015	8.9378084
17033	2016	8.500882657
17101	2000	14.11646327
17101	2001	13.15266492
17101	2002	11.85185649
17101	2003	12.12762511
17101	2004	11.64245858
17101	2005	15.34919219
17101	2006	12.2903344
17101	2007	13.61842932
17101	2008	11.34309935
17101	2009	10.65121031
17101	2010	12.09191249
17101	2011	10.47047673
17101	2012	9.762311522
17101	2013	9.231594541
17101	2014	10.74345437
17101	2015	8.714526238
17101	2016	8.463719383
17159	2000	14.21498678
17159	2001	13.03695348
17159	2002	11.36440096
17159	2003	11.80608605
17159	2004	11.31390335
17159	2005	15.10007635
17159	2006	12.01772037
17159	2007	13.28446625
17159	2008	11.20771145
17159	2009	10.58548764
17159	2010	11.99637592
17159	2011	10.2073205
17159	2012	9.543072786
17159	2013	9.164457792
17159	2014	10.866978
17159	2015	8.561473764
17159	2016	8.573795655
17023	2000	13.1964837
17023	2001	13.28589618
17023	2002	12.07653047
17023	2003	11.51663834
17023	2004	10.67380607
17023	2005	14.02477227
17023	2006	11.60170793
17023	2007	12.66910149
17023	2008	10.97868197
17023	2009	10.34721784
17023	2010	11.8217846
17023	2011	9.830379865
17023	2012	9.28141945
17023	2013	8.980291689
17023	2014	10.55379815
17023	2015	8.876933823
17023	2016	8.076371434
17025	2000	13.32282955
17025	2001	12.19609459
17025	2002	10.86699258
17025	2003	11.18653621
17025	2004	10.74565403
17025	2005	14.48823384
17025	2006	11.52923902
17025	2007	12.41009033
17025	2008	11.11919125
17025	2009	10.34337003
17025	2010	11.37376503
17025	2011	9.780790157
17025	2012	8.96333569
17025	2013	8.926436873
17025	2014	10.29887708
17025	2015	8.321658285
17025	2016	8.277137667
17035	2000	12.80499106
17035	2001	12.25760303
17035	2002	11.05130568
17035	2003	11.13003619
17035	2004	10.19682185
17035	2005	13.54244317
17035	2006	10.9484279
17035	2007	11.96973192
17035	2008	10.8520542
17035	2009	10.19603875
17035	2010	11.40926036
17035	2011	9.279628207
17035	2012	8.59959277
17035	2013	8.527421305
17035	2014	9.998388564
17035	2015	8.397119745
17035	2016	8.022325451
17079	2000	13.74084976
17079	2001	12.49988043
17079	2002	11.20479275
17079	2003	11.56493844
17079	2004	10.88948573
17079	2005	14.49116706
17079	2006	11.65004751
17079	2007	12.85114959
17079	2008	11.15323961
17079	2009	10.43962771
17079	2010	12.06174013
17079	2011	9.827315037
17079	2012	9.269431127
17079	2013	9.051285135
17079	2014	10.40117821
17079	2015	8.639150803
17079	2016	8.433620514
17191	2000	13.76893335
17191	2001	12.63084339
17191	2002	10.94009893
17191	2003	11.7291262
17191	2004	10.87234506
17191	2005	15.0913966
17191	2006	11.59313599
17191	2007	13.20221015
17191	2008	11.21410626
17191	2009	10.58761032
17191	2010	11.40225447
17191	2011	10.24221666
17191	2012	9.238376499
17191	2013	9.067699068
17191	2014	10.6826399
17191	2015	8.608167349
17191	2016	8.539905361
17047	2000	14.47655809
17047	2001	13.16154466
17047	2002	11.44379819
17047	2003	12.08052057
17047	2004	11.37236307
17047	2005	15.61695069
17047	2006	12.6293069
17047	2007	13.7346641
17047	2008	11.25550832
17047	2009	10.81092103
17047	2010	12.12803919
17047	2011	10.66464357
17047	2012	9.639769915
17047	2013	9.285730589
17047	2014	10.91282906
17047	2015	8.888436389
17047	2016	8.863301724
17167	2000	13.72780991
17167	2001	13.7114598
17167	2002	13.00302048
17167	2003	12.06071664
17167	2004	11.29524255
17167	2005	13.68766529
17167	2006	11.16062252
17167	2007	12.37411815
17167	2008	11.92560522
17167	2009	11.38341853
17167	2010	12.43086728
17167	2011	10.35145699
17167	2012	9.203758029
17167	2013	9.059681986
17167	2014	9.968118633
17167	2015	8.531031628
17167	2016	8.077721762
17137	2000	10.81486892
17137	2001	11.44672511
17137	2002	11.06005767
17137	2003	10.61317
17137	2004	8.886620823
17137	2005	11.8742907
17137	2006	9.370655087
17137	2007	10.70377243
17137	2008	10.25549053
17137	2009	9.379130864
17137	2010	10.78067562
17137	2011	8.58128833
17137	2012	7.10599984
17137	2013	7.576137181
17137	2014	8.122931966
17137	2015	7.345556901
17137	2016	6.639245144
17171	2000	10.29671487
17171	2001	11.20135426
17171	2002	10.83796666
17171	2003	10.53325177
17171	2004	8.728327341
17171	2005	11.65638151
17171	2006	9.2480378
17171	2007	10.46728798
17171	2008	9.978133723
17171	2009	8.854246925
17171	2010	10.35485907
17171	2011	8.26623854
17171	2012	6.636011526
17171	2013	7.357200784
17171	2014	7.868746195
17171	2015	7.088076632
17171	2016	6.322032918
17017	2000	10.41931386
17017	2001	11.10100649
17017	2002	10.66148391
17017	2003	10.20259253
17017	2004	8.418365935
17017	2005	11.343522
17017	2006	9.009847603
17017	2007	10.53467219
17017	2008	9.986402595
17017	2009	9.065354508
17017	2010	10.5445778
17017	2011	8.458661275
17017	2012	6.941128644
17017	2013	7.596971343
17017	2014	7.805010375
17017	2015	7.154070565
17017	2016	6.526613905
17129	2000	10.92057531
17129	2001	11.4699392
17129	2002	10.76443751
17129	2003	10.10841689
17129	2004	9.05338969
17129	2005	11.44174977
17129	2006	9.148385331
17129	2007	10.52472649
17129	2008	10.08050006
17129	2009	9.607695296
17129	2010	10.43188604
17129	2011	8.468428503
17129	2012	6.965393673
17129	2013	7.714447056
17129	2014	8.314901181
17129	2015	7.356274744
17129	2016	6.607950788
17121	2000	12.79098825
17121	2001	11.9046731
17121	2002	10.68651866
17121	2003	10.98179507
17121	2004	10.53377346
17121	2005	14.1388138
17121	2006	10.87544584
17121	2007	11.95815813
17121	2008	10.94938739
17121	2009	10.04258944
17121	2010	10.77288242
17121	2011	9.411502761
17121	2012	8.524732098
17121	2013	8.547000131
17121	2014	9.55239869
17121	2015	8.1290615
17121	2016	7.837580453
17055	2000	13.67819887
17055	2001	11.85568397
17055	2002	11.27726322
17055	2003	12.18172678
17055	2004	10.85592073
17055	2005	14.43392803
17055	2006	11.33392329
17055	2007	13.36672404
17055	2008	10.88354945
17055	2009	10.36827378
17055	2010	10.58242759
17055	2011	10.5600344
17055	2012	8.739225003
17081	2000	13.24397128
17081	2001	11.86121723
17081	2002	10.69496485
17081	2003	11.21562122
17081	2004	10.48834243
17081	2005	14.17753434
17081	2006	11.00661448
17081	2007	12.52197063
17081	2008	10.68695508
17081	2009	10.13108059
17081	2010	10.42525662
17081	2011	9.927892654
17081	2012	8.558770025
17081	2013	8.455374469
17081	2014	10.00102752
17081	2015	8.084560563
17081	2016	7.72553712
17055	2013	8.916676616
17055	2014	9.92962844
17055	2015	8.532638876
17055	2016	8.02462259
17065	2000	14.02404712
17065	2001	12.50330188
17065	2002	11.00625229
17065	2003	11.75191767
17065	2004	10.73350818
17065	2005	14.88988477
17065	2006	11.60109073
17065	2007	13.66501183
17065	2008	10.96913625
17065	2009	10.53273872
17065	2010	10.91748816
17065	2011	10.36591172
17065	2012	9.170056612
17065	2013	9.059257343
17065	2014	10.62731726
17065	2015	8.512361944
17065	2016	8.47379454
17193	2000	14.58873597
17193	2001	13.05588847
17193	2002	11.41608712
17193	2003	12.39214047
17193	2004	11.19668928
17193	2005	15.48447566
17193	2006	12.39968744
17193	2007	14.12903952
17193	2008	11.29373618
17193	2009	10.75980876
17193	2010	11.60010414
17193	2011	10.67521665
17193	2012	9.651147359
17193	2013	9.249416544
17193	2014	10.70207297
17193	2015	9.032522341
17193	2016	9.129456738
17199	2000	13.77829102
17199	2001	12.1344244
17199	2002	11.73218547
17199	2003	12.38732162
17199	2004	10.90310945
17199	2005	14.30099744
17199	2006	11.5656062
17199	2007	13.50642274
17199	2008	10.84393149
17199	2009	10.14418161
17199	2010	10.58540163
17199	2011	10.65423401
17199	2012	9.163649266
17199	2013	9.026756393
17199	2014	9.852539628
17199	2015	8.668666405
17199	2016	8.041187095
17059	2000	14.57126288
17059	2001	12.57352175
17059	2002	11.34085525
17059	2003	12.25044424
17059	2004	11.14770127
17059	2005	14.84344992
17059	2006	12.38769728
17059	2007	13.83994004
17059	2008	11.01786928
17059	2009	10.45958554
17059	2010	10.72861589
17059	2011	10.48457932
17059	2012	9.418829952
17059	2013	9.076242424
17059	2014	10.04489557
17059	2015	8.814867759
17059	2016	8.82402302
17181	2000	12.18945745
17181	2001	10.68807383
17181	2002	10.68327492
17181	2003	11.46390753
17181	2004	9.723753081
17181	2005	13.25317459
17181	2006	10.9040131
17181	2007	12.64848393
17181	2008	10.07890836
